開催日,大会名,店名,開催都道府県,大会カテゴリ,順位,獲得CSP,プレイヤーID,プレイヤー名,デッキ名,大会ID,詳細URL,元テキスト,取得日時
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,8,25,0000000034,選手34,サーナイトex,700015,,"8 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,1,100,0000000005,選手05,サーナイトex,700016,,"1 位	100pt	選手05
プレイヤーID：0000000005",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,2,75,0000000011,選手11,リザードンex,700016,,"2 位	75pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,3,50,0000000022,選手22,タケルライコex,700016,,"3 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,4,50,0000000026,選手26,サーナイトex,700016,,"4 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,5,25,0000000033,選手33,リザードンex,700016,,"5 位	25pt	選手33
プレイヤーID：0000000033",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,6,25,0000000035,選手35,リザードンex,700016,,"6 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,7,25,0000000041,選手41,サーナイトex,700016,,"7 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,8,25,0000000042,選手42,タケルライコex,700016,,"8 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,1,100,0000000021,選手21,サーナイトex,700017,,"1 位	100pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,2,75,0000000022,選手22,ドラパルトex,700017,,"2 位	75pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,3,50,0000000026,選手26,ドラパルトex,700017,,"3 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,4,50,0000000029,選手29,リザードンex,700017,,"4 位	50pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,5,25,0000000039,選手39,リザードンex,700017,,"5 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,6,25,0000000041,選手41,リザードンex,700017,,"6 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,7,25,0000000045,選手45,タケルライコex,700017,,"7 位	25pt	選手45
プレイヤーID：0000000045",2026-07-29T00:00:00Z
2022-10-12,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード愛知店,愛知県,オープン,8,25,0000000055,選手55,ドラパルトex,700017,,"8 位	25pt	選手55
プレイヤーID：0000000055",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,1,100,0000000024,選手24,タケルライコex,700018,,"1 位	100pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,2,75,0000000026,選手26,リザードンex,700018,,"2 位	75pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,3,50,0000000035,選手35,サーナイトex,700018,,"3 位	50pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,4,50,0000000050,選手50,タケルライコex,700018,,"4 位	50pt	選手50
プレイヤーID：0000000050",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,5,25,0000000052,選手52,ドラパルトex,700018,,"5 位	25pt	選手52
プレイヤーID：0000000052",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,6,25,0000000053,選手53,ドラパルトex,700018,,"6 位	25pt	選手53
プレイヤーID：0000000053",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,7,25,0000000059,選手59,タケルライコex,700018,,"7 位	25pt	選手59
プレイヤーID：0000000059",2026-07-29T00:00:00Z
2023-03-12,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード愛知店,愛知県,オープン,8,25,0000000060,選手60,ドラパルトex,700018,,"8 位	25pt	選手60
プレイヤーID：0000000060",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,1,100,0000000021,選手21,タケルライコex,700019,,"1 位	100pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,2,75,0000000022,選手22,タケルライコex,700019,,"2 位	75pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,3,50,0000000026,選手26,タケルライコex,700019,,"3 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,4,50,0000000030,選手30,タケルライコex,700019,,"4 位	50pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,5,25,0000000031,選手31,リザードンex,700019,,"5 位	25pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,6,25,0000000032,選手32,リザードンex,700019,,"6 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,7,25,0000000040,選手40,リザードンex,700019,,"7 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,8,25,0000000045,選手45,タケルライコex,700019,,"8 位	25pt	選手45
プレイヤーID：0000000045",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,1,100,0000000029,選手29,サーナイトex,700020,,"1 位	100pt	選手29
プレイヤーID：0000000029",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,2,75,0000000030,選手30,リザードンex,700020,,"2 位	75pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,3,50,0000000032,選手32,リザードンex,700020,,"3 位	50pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,4,50,0000000033,選手33,サーナイトex,700020,,"4 位	50pt	選手33
プレイヤーID：0000000033",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,5,25,0000000034,選手34,ドラパルトex,700020,,"5 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,6,25,0000000038,選手38,タケルライコex,700020,,"6 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,7,25,0000000039,選手39,サーナイトex,700020,,"7 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ名古屋店,愛知県,オープン,8,25,0000000054,選手54,サーナイトex,700020,,"8 位	25pt	選手54
プレイヤーID：0000000054",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,1,100,0000000025,選手25,ドラパルトex,700021,,"1 位	100pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,2,75,0000000028,選手28,ドラパルトex,700021,,"2 位	75pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,3,50,0000000030,選手30,タケルライコex,700021,,"3 位	50pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,4,50,0000000032,選手32,サーナイトex,700021,,"4 位	50pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,5,25,0000000036,選手36,リザードンex,700021,,"5 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,6,25,0000000050,選手50,タケルライコex,700021,,"6 位	25pt	選手50
プレイヤーID：0000000050",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,7,25,0000000051,選手51,サーナイトex,700021,,"7 位	25pt	選手51
プレイヤーID：0000000051",2026-07-29T00:00:00Z
2022-10-13,シティリーグ2023 シーズン1 オープンリーグ,サンプルカード福岡店,福岡県,オープン,8,25,0000000058,選手58,タケルライコex,700021,,"8 位	25pt	選手58
プレイヤーID：0000000058",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,1,100,0000000027,選手27,タケルライコex,700022,,"1 位	100pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,2,75,0000000028,選手28,タケルライコex,700022,,"2 位	75pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,3,50,0000000030,選手30,リザードンex,700022,,"3 位	50pt	選手30
プレイヤーID：0000000030",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,4,50,0000000035,選手35,リザードンex,700022,,"4 位	50pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,5,25,0000000036,選手36,リザードンex,700022,,"5 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,6,25,0000000039,選手39,リザードンex,700022,,"6 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,7,25,0000000043,選手43,ドラパルトex,700022,,"7 位	25pt	選手43
プレイヤーID：0000000043",2026-07-29T00:00:00Z
2023-03-13,シティリーグ2023 シーズン3 オープンリーグ,サンプルカード福岡店,福岡県,オープン,8,25,0000000051,選手51,リザードンex,700022,,"8 位	25pt	選手51
プレイヤーID：0000000051",2026-07-29T00:00:00Z
2022-10-14,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,1,100,0000000021,選手21,ドラパルトex,700023,,"1 位	100pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2022-10-14,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,2,75,0000000022,選手22,サーナイトex,700023,,"2 位	75pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2022-10-14,シティリーグ2023 シーズン1 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,3,50,0000000026,選手26,リザードンex,700023,,"3 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
